epoch,train_loss,val_rmse
1,0.09694512284083946,0.7034283513440617
2,0.08730194810777903,0.5999544126358359
3,0.0849870478960912,0.6386872502614007
4,0.0843491405248642,0.5756924461091805
5,0.0835975244439937,0.610751431513829
6,0.08189102213175313,0.6510792657803317
7,0.08387414377333748,0.5995268128056649
8,0.08206995016568013,0.5974801246577481
9,0.08081837557256222,0.5989602268576062
10,0.08163057625092365,0.5785824538118949
11,0.08167251700384391,0.6120757141790316
12,0.08079041507900567,0.6076302125099415
13,0.08200769721706574,0.590596937088108
14,0.0809852441873502,0.5718585183942295
15,0.0818605338525329,0.5923479240348903
16,0.0805444157103429,0.6050692563179668
17,0.08181912672227702,0.5967061338167274
18,0.08107797140758988,0.6159235167597483
19,0.08132517034489964,0.5660841716700437
20,0.08064237320040529,0.5962249221566257
21,0.08222100338772745,0.6404823051259683
22,0.08089766521761949,0.5865809912553758
23,0.08112415420898311,0.5681828490161215
24,0.08136362905890958,0.6171697783038452
25,0.08239908046970093,0.5986906835764287
26,0.08094908016406603,0.5943026731109711
27,0.08002425598081302,0.5822317302977423
28,0.08087867639354758,0.6014671497824131
29,0.07986942119896412,0.588593250028369
30,0.07890869312089037,0.5995120488308975
