epoch,train_loss,val_rmse
1,0.049212194293284335,0.5987347614045473
2,0.03783050192696218,0.5730491456114881
3,0.035986508047711606,0.5518572962374072
4,0.03550436595656179,0.5528137635280732
5,0.034007153373110936,0.5535992437397471
6,0.033665601636056565,0.5395389607373163
7,0.032899224180476486,0.5417684557226351
8,0.032678925646217286,0.5435543333073681
9,0.03262339308983772,0.5451314106271028
10,0.032231212071319286,0.5462961403064661
11,0.031829861061949585,0.5529975399424794
12,0.03148421489734303,0.5527342132460287
13,0.03146161129572303,0.5459586504380425
14,0.031412820111507096,0.5404810829663367
15,0.03062039623792107,0.5453054520553227
16,0.03061642254878943,0.5393764852987373
17,0.03032094896519305,0.546256451252219
18,0.03026968686262498,0.5410005588017397
19,0.029776944772566896,0.5425747876102419
20,0.02993860747665167,0.5474781252789195
21,0.0294681549626025,0.5395557800337585
22,0.02897812794214366,0.5456417073753892
23,0.029256870170954515,0.5402384660611433
24,0.028962909363562595,0.538895760885099
25,0.028629353238471055,0.5488209842746792
26,0.02839880977203516,0.5392410701265222
27,0.028030015622592858,0.5451147086928733
28,0.028261138516402728,0.5512161161428035
29,0.027907623840193893,0.5468942911287797
30,0.02752500371629926,0.5567018977121742
