mae,rmse,r2,count,mae_macro,rmse_macro,r2_macro,split
0.4030062258243561,0.5389183791629703,0.9241266250610352,269659,0.40314775964488153,0.5386031055236015,0.9232938717240873,val
0.407223641872406,0.5505578961222648,0.9337953329086304,131102,0.4073833447435628,0.5499674546025219,0.9330878348454185,test
