epoch,train_loss,val_rmse
1,0.049326419131830335,0.542969655646797
2,0.033513844032092274,0.5407865294006171
3,0.03199494627581255,0.5467852655086614
4,0.03143479087314493,0.5339574264278542
5,0.0313240944886127,0.5339251091193711
6,0.0312948508716717,0.5292216736696146
7,0.030984310433268547,0.5390395007548365
8,0.030778396912422533,0.5251557062492972
9,0.03055646476914754,0.5240976526325357
10,0.030603707258312685,0.5399964852130379
11,0.030423972680157906,0.5286784483020527
12,0.030362619666030276,0.5271838192904544
13,0.030124698878844846,0.5237137933566288
14,0.030305059450502332,0.5410120444058804
15,0.02991409312833,0.5216711045747757
16,0.030035316591729987,0.5277669833010774
17,0.02982092244122681,0.5268560061306197
18,0.029599965361223834,0.5218407202786375
19,0.02991036562299406,0.537122136744697
20,0.029375462106907287,0.5198758065487328
21,0.02937968775655168,0.5273823759273403
22,0.029532940479347836,0.5190773608924145
23,0.02928376101536324,0.5233160988385402
24,0.029213024737514758,0.5173561339882121
25,0.029276207127180452,0.5255455157479437
26,0.029241585248225444,0.5184969537639983
27,0.0291449944111141,0.5187050409252617
28,0.029230676226418565,0.5173535705574441
29,0.028855505902823562,0.5187652792461389
30,0.028721702045987587,0.5215324351134805
