epoch,train_loss,val_rmse
1,0.0426943733898067,0.5199140128236959
2,0.026546308298821788,0.5104299433272496
3,0.024642271062082333,0.48041907883353113
4,0.02422133758286568,0.4669418748199533
5,0.02364315404997182,0.46134563739041445
6,0.023333099368657614,0.465995595650263
7,0.023065506688293977,0.46780981507738073
8,0.022870201205306157,0.4602779098069431
9,0.02257086106613782,0.4648666215927813
10,0.022454503583847672,0.45102332505895765
11,0.022522631286945496,0.4791274538442592
12,0.021971347590757383,0.45734217248246406
13,0.02174366482004926,0.4651854725590696
14,0.022029752544177748,0.46011155693481737
15,0.021863551275502588,0.45393788659154016
16,0.021559213464324538,0.45076631094839936
17,0.021097411184471,0.47258545211330927
18,0.021484038937283127,0.4498773639518272
19,0.02110172507692934,0.4646184038459107
20,0.02117651540509148,0.4562198086769482
21,0.02100175356718938,0.44746251332851816
22,0.0208948822188619,0.45973230660926206
23,0.021195239802772128,0.4801931288484968
24,0.02108794850032978,0.46523454411501175
25,0.020573299041496136,0.45416795798943466
26,0.02084845254776647,0.4496038196263595
27,0.020689032748467416,0.4629312811271952
28,0.020227568016412692,0.45215331501317646
29,0.020427733908306708,0.45696452053063824
30,0.02025707147864474,0.4650711977708875
