epoch,train_loss,val_rmse
1,0.08250782432224889,0.8882018135135608
2,0.07840902589167784,0.8799159713746224
3,0.07735986880343157,0.875357929318764
4,0.07659390496952456,0.8753520393634141
5,0.07589995359382629,0.8833038515593232
6,0.07528393830183244,0.8910885324046134
7,0.07449657623440593,0.8867731623822711
8,0.07375589797921173,0.883461435194135
9,0.07296589934810326,0.8934582267350456
10,0.07209275399808832,0.8912376170749395
11,0.0713460975775277,0.891974246966232
12,0.07059311127779923,0.9045883928213392
13,0.06983028171239605,0.9026729098977013
14,0.06920496133960724,0.9054977649322006
15,0.06873413166327183,0.9102426905371279
16,0.06817347002882049,0.9102003880878209
17,0.06784426740107125,0.9148957456802754
18,0.06745293023496529,0.9162175458231857
19,0.06704912177851317,0.9146824226199375
20,0.06662986674865418,0.9191230496640461
