epoch,train_loss,val_rmse
1,0.12316272427376948,0.7962633665391193
2,0.064136190143855,0.6440258009374328
3,0.06073000203622015,0.5822316535181987
4,0.05904940260868324,0.6215877128155622
5,0.0576553785879361,0.5715426933481624
6,0.05711747254980238,0.5857871562083078
7,0.0568228969840627,0.5679976633050698
8,0.05719109624624252,0.5842266281996518
9,0.05769813825425349,0.5651665636998298
10,0.060505753677142296,0.6138186681678535
11,0.06076113899287425,0.5722996047415694
12,0.0571209211882792,0.6044596969919733
13,0.05526349879801273,0.5670898258819499
14,0.056209643420420195,0.5763634573319044
15,0.05594546289036149,0.5732502457476363
16,0.05516292213609344,0.5716448336325507
17,0.05624438136031753,0.6183907814749545
18,0.05615536084300593,0.5708889595364723
19,0.05763878163538481,0.5690951222470277
20,0.053970306523536384,0.5911462562548319
21,0.052911769402654546,0.5840553827398097
22,0.05845775043493823,0.6010683184906642
23,0.055469060022579994,0.5688848262316251
24,0.052641085496074276,0.56981626895697
25,0.05402252176090291,0.5751813747614991
26,0.05208884218805715,0.5848164833799921
27,0.05582522355804318,0.5821605513146204
28,0.052369253611878344,0.6059367678295038
29,0.050003884948397935,0.61206692546599
30,0.051326910916127656,0.6102158296341043
