mae,rmse,r2,count,mae_macro,rmse_macro,r2_macro,split
0.3960282802581787,0.5651665636998298,0.9131882190704346,6465,0.3960282802581787,0.5651665636998298,0.9131882190704346,val
0.42389193177223206,0.6134410334138941,0.9161860346794128,3179,0.42389193177223206,0.6134410334138941,0.9161860346794128,test
