epoch,train_loss,val_rmse
1,0.04536452920276772,0.5528905533309055
2,0.034017453536491944,0.5810631759408206
3,0.03251212798814113,0.5346633980612282
4,0.03183264117939649,0.5344329735612527
5,0.03155274623123979,0.538637795590896
6,0.031424834210475955,0.5247669701887674
7,0.0310547300740271,0.536588742475897
8,0.031128884689580347,0.5429902106784888
9,0.030828584734400786,0.5562511219056206
10,0.030951902131877235,0.5333171904127526
11,0.030658936159483886,0.5258317534860777
12,0.030449058690636948,0.5262311430517841
13,0.030642358737217414,0.525555382743782
14,0.030328522209782858,0.5304479153885836
15,0.030139663747536974,0.5275104683022624
16,0.030169334847832453,0.5199110320900201
17,0.03052244503428606,0.5237800843513937
18,0.03000931249855942,0.5245796950771867
19,0.029690364306490566,0.5221293029680908
20,0.02990949052587353,0.5167446118698137
21,0.029876472201903124,0.5258074386899015
22,0.02983506631131309,0.5279639941043929
23,0.029893881276350568,0.5190827864897518
24,0.02986594883574022,0.5299573205461874
25,0.029672603808796487,0.5241663967772711
26,0.02936316602485808,0.521786748539683
27,0.029696740103080065,0.5330333788853238
28,0.02930207727980372,0.5199403514488105
29,0.029393826636510925,0.5225180906604515
30,0.02925414069731896,0.52697260476339
